00:00|двенадцать часов ночи|В двенадцать часов ночи еще танцевали. Элен, не имевшая достойного кавалера, сама предложила мазурку Борису.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
00:00|полночь|Была лунная зимняя полночь, мы ночевали на хуторе в Тамбовской губернии, по пути в Петербург с юга, и спали в детской, единственной теплой комнате во всем доме.|Новый год|Иван Бунин|sfw
00:00|полночь|-- Как долго ждать! Уже и полночь прошла.|Мудрые девы|Фёдор Сологуб|sfw
00:00|полночь|Страшное время -- полночь в дебрях леса.|Трущёбные люди|Владимир Гиляровский|sfw
00:00|полночь|Несравненно ужаснее и отвратительнее полночь в трущобах большого города, в трущобах блестящей, многолюдной столицы. И чем богаче, обширнее столица тем ужаснее трущобы...|Трущёбные люди|Владимир Гиляровский|sfw
00:00|полночь|В полночь они заботятся о будущей ночи, в полночь они устраивают свои ужасные оргии и топят в них воспоминания о своей -- прежней, лучшей жизни.|Трущёбные люди|Владимир Гиляровский|sfw
00:00|полночь|В полночь он услышал голос помощника, звавший его на палубу. Ещё через несколько минут боцман услышал голос капитана, звавший его на палубу.|Самсон Назорей|Владимир Жаботинский|sfw
00:00|полночь|Пропивая как-то в "Бедных людях" мелкий гонорар, он подслушал разговор двух известных телешоуменов - дело было за полночь, и они продолжали начатую в другом месте пьянку.|Generation "П"|Виктор Пелевин|sfw
00:00|первый час ночи|Шел первый час ночи. Дождь лился по крыше ровный и цельный, точно вся ядовитая, бесформенная и сплошная скука, которая гнездилась на земле, собралась и впиталась в его капли.|Бабаев|Сергей Николаевич Сергеев-Ценский|sfw
00:00|часы бьют двенадцать|Внезапно ему пришло в голову, что он занят всегда лишь тем, что переставляет вещи с одного места на другое или указывает другим, как это делать. И он подумал: "А что будет, если я перестану этим заниматься?" "Ничего не будет, найдутся желающие на мое место", -- ответил он сам себе и поставил зубную щетку в стакан. Эти слова удивили и даже немного испугали его, и по спине у него поползли мурашки, точь-в-точь как в новогоднюю полночь, когда часы бьют двенадцать.|В конце ноября|Туве Янссон|sfw
00:00|12 часов|По приготовлениям высоких бокалов и по поглядываниям княгини на часы мы заключили, что торжественно-официальная минута приближается, что, по всей вероятности, Чайхидзев в 12 часов получит позволение поцеловать Олю. Нужно было действовать. В половине двенадцатого я попудрился, чтоб казаться бледным, своротил в сторону галстух и с озабоченным лицом и с всклокоченными волосами подошел к Оле.|Зеленая коса|Антон Чехов|sfw
00:00|12|Княгиня была бы сносна, если бы не требовала от нас, чтоб мы вставали не позже восьми часов и ложились не позже 12. Бедная Оля шла ложиться спать в 11 ч. Прекословить нельзя было. Да и издевались же мы над старухой за это незаконное посягательство на нашу свободу!|Зеленая коса|Антон Чехов|sfw
